Transect,PlotC,PlotR,PlotCGraph,PlotR1,Depth,Depth Segment,Sample ID1,Sample ID2,Bag Wt,WetWtWBag,WetWt,DryWtWBag,DryWt,Seg.Vol.cm3,Core.Area.cm2,Moisture.perc,BD.g.cm3,Crucible.ID,Crucible.Wt,PreWt,Post.Wt wC,PostWt,OM.perc,Tcperc,TOCperc,TICperc,TOC.g.cm3,TC.seg,TOC.seg,TCkg.seg,TOCkg.seg,TCkg/m2,TOC/kg/m2,Sample ID1
CJ3,1,1,1,1,15-30,B,CJ3.1,CJ3.1.B,2.74,169.33,166.59,115.06,112.32,277.5,18.5,32.57698541,1.21427027,59,16.161,2,18.047,1.886,5.7,0.812,0.009,0.803,0.010928432,2.7361152,0.0303264,0.002736115,3.03E-05,1.478981078,0.016392647,CJ3.1
CJ3,1,1,1,1,30-50,C,CJ3.1,CJ3.1.C,2.76,179.32,176.56,127.99,125.23,370,18.5,29.07227005,1.353837838,,,,,,,1.468,0.222,1.246,0.300552,7.3535056,1.1120424,0.007353506,0.001112042,3.974867594,0.601103955,CJ3.1
CJ3,1,1,1,1,50-100,D,CJ3.1,CJ3.1.D,2.69,188.57,185.88,131.34,128.65,925,18.5,30.78868087,1.390810811,,,,,,,2.125,,,0,27.338125,0,0.027338125,0,14.77736376,0,CJ3.1
CJ3,2,2,2,2,0-15,A,CJ3.2,CJ3.2.A,2.66,161.86,159.2,120.25,117.59,277.5,18.5,26.13693467,1.271243243,C6,14.59,1.996,16.567,1.977,0.951903808,2.659,0.108,2.551,0.13729427,9.3801543,0.3809916,0.009380154,0.000380992,5.070353295,0.20594139,CJ3.2
CJ3,2,2,2,2,15-30,B,CJ3.2,CJ3.2.B,2.66,176.77,174.11,133.55,130.89,277.5,18.5,24.82338751,1.415027027,C19,14.487,2.005,16.474,1.987,0.897755611,1.047,0.157,0.89,0.222159243,4.1112549,0.6164919,0.004111255,0.000616492,2.222299779,0.33323884,CJ3.2
CJ3,2,2,2,2,30-50,C,CJ3.2,CJ3.2.C,2.69,163.28,160.59,116.59,113.9,370,18.5,29.07403948,1.231351351,,,,,,,1.207,0.902,0.305,1.110678919,5.499092,4.109512,0.005499092,0.004109512,2.972481939,2.221357671,CJ3.2
CJ3,2,2,2,2,50-100,D,CJ3.2,CJ3.2.D,2.69,145.58,142.89,97.07,94.38,925,18.5,33.94919169,1.020324324,,,,,,,2.38,1.837,0.543,1.874335783,22.46244,17.337606,0.02246244,0.017337606,12.14185855,9.371678216,CJ3.2
CJ3,4,4,4,4,0-15,A,CJ3.4,CJ3.4.A,2.73,159.8,157.07,121.19,118.46,277.5,18.5,24.58139683,1.280648649,C16,14.001,2,15.988,1.987,0.65,0.091,0.082,0.009,0.105013189,0.3233958,0.2914116,0.000323396,0.000291412,0.174808527,0.157519772,CJ3.4
CJ3,4,4,4,4,15-30,B,CJ3.4,CJ3.4.B,2.79,170.99,168.2,128.62,125.83,277.5,18.5,25.1902497,1.360324324,C139,14.873,2.004,16.846,1.973,1.546906188,1.013,0.263,0.75,0.357765297,3.8239737,0.9927987,0.003823974,0.000992799,2.067012656,0.536647906,CJ3.4
CJ3,4,4,4,4,30-50,C,CJ3.4,CJ3.4.C,2.75,172.63,169.88,125.97,123.22,370,18.5,27.4664469,1.332108108,,,,,,,2.297,1.085,1.212,1.445337297,11.3214536,5.347748,0.011321454,0.005347748,6.11970419,2.890674378,CJ3.4
CJ3,4,4,4,4,50-100,D,CJ3.4,CJ3.4.D,2.7,170.18,167.48,120.8,118.1,925,18.5,29.48411751,1.276756757,,,,,,,1.84,1.078,0.762,1.376343784,21.7304,12.73118,0.0217304,0.01273118,11.74616128,6.881718403,CJ3.4
CJ3,8,8,8,8,0-15,A,CJ3.8,CJ3.8.A,2.7,161.07,158.37,121.96,119.26,277.5,18.5,24.69533371,1.289297297,C17,15.526,2.004,17.519,1.993,0.548902196,0.099,0.095,0.004,0.122483243,0.3542022,0.339891,0.000354202,0.000339891,0.191460634,0.183724851,CJ3.8
CJ3,8,8,8,8,15-30,B,CJ3.8,CJ3.8.B,2.68,156.18,153.5,119.79,117.11,277.5,18.5,23.70684039,1.266054054,C5,13.931,1.996,15.912,1.981,0.751503006,1.125,0.404,0.721,0.511485838,3.9524625,1.4193732,0.003952463,0.001419373,2.136466056,0.767228699,CJ3.8
CJ3,8,8,8,8,30-50,C,CJ3.8,CJ3.8.C,2.73,170.08,167.35,122.45,119.72,370,18.5,28.46130863,1.29427027,,,,,,,1.202,0.897,0.305,1.160960432,5.7561376,4.2955536,0.005756138,0.004295554,3.111425496,2.321920691,CJ3.8
CJ3,8,8,8,8,50-100,D,CJ3.8,CJ3.8.D,2.75,171.01,168.26,117.83,115.08,925,18.5,31.60584809,1.244108108,,,,,,,2.515,1.133,1.382,1.409574486,28.94262,13.038564,0.02894262,0.013038564,15.64465829,7.047871904,CJ3.8
CJ3,E-,-20,-16,neg end,0-15,A,CJ3.-20,CJ3.-20.A,2.76,175.55,172.79,131,128.24,277.5,18.5,25.78274206,1.386378378,C17,15.528,1.999,17.491,1.963,1.80090045,1.475,1.28,0.195,1.774564324,5.67462,4.924416,0.00567462,0.004924416,3.067361932,2.661846287,CJ3.-20
CJ3,E-,-20,-16,neg end,15-30,B,CJ3.-20,CJ3.-20.B,2.71,190.72,188.01,143.95,141.24,277.5,18.5,24.87633637,1.526918919,C71,13.606,2,15.564,1.958,2.1,0.972,0.296,0.676,0.451968,4.1185584,1.2542112,0.004118558,0.001254211,2.226247617,0.677951949,CJ3.-20
CJ3,E-,-20,-16,neg end,30-50,C,CJ3.-20,CJ3.-20.C,2.78,168.91,166.13,118.21,115.43,370,18.5,30.51826883,1.247891892,,,,,,,0.401,0.215,0.186,0.268296757,1.8514972,0.992698,0.001851497,0.000992698,1.000809222,0.536593473,CJ3.-20
CJ3,E-,-20,-16,neg end,50-100,D,CJ3.-20,CJ3.-20.D,2.74,162.03,159.29,103.88,101.14,925,18.5,36.50574424,1.093405405,,,,,,,0.413,0.436,-0.023,0.476724757,4.177082,4.409704,0.004177082,0.004409704,2.257881993,2.383623605,CJ3.-20
PU1,-8,-8,-8,-8,0-15,A,PU1.-8,PU1.-8.A,2.69,150.76,148.07,52.23,49.54,277.5,18.5,66.54285135,0.535567568,C20,14.785,1.996,15.939,1.154,42.18436874,11.236,10.493,0.743,5.619710491,16.6989432,15.5946966,0.016698943,0.015594697,9.026455107,8.429565098,PU1.-8
PU1,-8,-8,-8,-8,15-30,B,PU1.-8,PU1.-8.B,2.72,116.56,113.84,41.37,38.65,277.5,18.5,66.04884048,0.417837838,C12,14.879,1.995,15.951,1.072,46.26566416,18.45,16.273,2.177,6.799475138,21.392775,18.8685435,0.021392775,0.018868544,11.56366129,10.19921194,PU1.-8
PU1,-8,-8,-8,-8,30-50,C,PU1.-8,PU1.-8.C,2.72,125.94,123.22,44.39,41.67,370,18.5,66.18243792,0.450486486,C53,14.603,2.004,16.359,1.756,12.3752495,11.128,10.171,0.957,4.581898049,18.5481504,16.9530228,0.01854815,0.016953023,10.02602649,9.163795421,PU1.-8
PU1,-8,-8,-8,-8,50-100,D,PU1.-8,PU1.-8.D,2.75,110.33,107.58,43.65,40.9,925,18.5,61.981781,0.442162162,C13 ,14.462,2.002,16.229,1.767,11.73826174,11.406,9.379,2.027,4.147038917,46.65054,38.36011,0.04665054,0.03836011,25.21650622,20.73519304,PU1.-8
PU1,-4,-4,-4,-4,0-15,A,PU1.-4,PU1.-4.A,2.74,116.8,114.06,35.16,32.42,277.5,18.5,71.57636332,0.350486486,C56,15.594,1.998,17.011,1.417,29.07907908,11.454,9.419,2.035,3.301232212,11.1401604,9.1609194,0.01114016,0.009160919,6.021707873,4.951847953,PU1.-4
PU1,-4,-4,-4,-4,15-30,B,PU1.-4,PU1.-4.B,2.76,119.03,116.27,45.28,42.52,277.5,18.5,63.42994754,0.459675676,C57,15.764,2.003,17.186,1.422,29.00649026,11.3,9.887,1.413,4.544813409,14.41428,12.6118572,0.01441428,0.012611857,7.791502118,6.817219597,PU1.-4
PU1,-4,-4,-4,-4,30-50,C,PU1.-4,PU1.-4.C,2.7,122,119.3,48.91,46.21,370,18.5,61.26571668,0.499567568,C21,14.356,2.004,15.77,1.414,29.44111776,11.846,10.211,1.635,5.101084437,21.8961464,18.8740124,0.021896146,0.018874012,11.83575392,10.2021681,PU1.-4
PU1,-4,-4,-4,-4,50-100,D,PU1.-4,PU1.-4.D,2.72,117.09,114.37,47.93,45.21,925,18.5,60.47040308,0.488756757,C23,12.958,2.001,14.544,1.586,20.73963018,11.369,9.907,1.462,4.842113192,51.399249,44.789547,0.051399249,0.044789547,27.78337575,24.21056413,PU1.-4
PU1,-2,-2,-2,-2,0-15,A,PU1.-2,PU1.-2.A,2.74,109.73,106.99,40.22,37.48,277.5,18.5,64.96868866,0.405189189,C8,14.928,1.996,16.438,1.51,24.34869739,7.308,7.639,-0.331,3.095240215,8.2171152,8.5892916,0.008217115,0.008589292,4.441683559,4.642859976,PU1.-2
PU1,-2,-2,-2,-2,15-30,B,PU1.-2,PU1.-2.B,2.67,128.41,125.74,53.53,50.86,277.5,18.5,59.55145538,0.549837838,C28,13.957,2.001,15.532,1.575,21.28935532,7.008,6.165,0.843,3.389750271,10.6928064,9.406557,0.010692806,0.009406557,5.779894918,5.084625024,PU1.-2
PU1,-2,-2,-2,-2,30-50,C,PU1.-2,PU1.-2.C,2.72,115.45,112.73,41.49,38.77,370,18.5,65.60809013,0.419135135,C70,15.299,1.995,16.765,1.466,26.51629073,9.972,8.524,1.448,3.572707891,15.4645776,13.2190192,0.015464578,0.013219019,8.359230508,7.145415248,PU1.-2
PU1,-2,-2,-2,-2,50-100,D,PU1.-2,PU1.-2.D,2.67,143.48,140.81,77.84,75.17,925,18.5,46.61600739,0.812648649,C16,14.001,2,15.756,1.755,12.25,2.61,2.68,-0.07,2.177898379,19.61937,20.14556,0.01961937,0.02014556,10.60506407,10.88949108,PU1.-2
PU1,-1,-1,-1,-1,0-15,A,PU1.-1,PU1.-1.A,2.71,94.85,92.14,30.42,27.71,277.5,18.5,69.92619926,0.299567568,C60,15.751,2.003,17.281,1.53,23.61457813,8.271,7.006,1.265,2.098770381,6.8756823,5.8240878,0.006875682,0.005824088,3.716584748,3.148155331,PU1.-1
PU1,-1,-1,-1,-1,15-30,B,PU1.-1,PU1.-1.B,2.65,108.51,105.86,39.81,37.16,277.5,18.5,64.89703382,0.40172973,C61,14.813,1.995,16.335,1.522,23.70927318,8.042,7.073,0.969,2.84143438,8.9652216,7.8849804,0.008965222,0.00788498,4.846065366,4.262151248,PU1.-1
PU1,-1,-1,-1,-1,30-50,C,PU1.-1,PU1.-1.C,2.66,123,120.34,55.82,53.16,370,18.5,55.82516204,0.574702703,C5,15.593,2.005,15.528,-0.065,103.2418953,6.351,6.954,-0.603,3.996482597,13.5047664,14.7869856,0.013504766,0.014786986,7.299873182,7.99296459,PU1.-1
PU1,-1,-1,-1,-1,50-100,D,PU1.-1,PU1.-1.D,2.7,125.73,123.03,52.53,49.83,925,18.5,59.49768349,0.538702703,C57,15.765,1.998,17.342,1.577,21.07107107,8.155,6.926,1.229,3.731054921,40.636365,34.512258,0.040636365,0.034512258,21.96560106,18.6552732,PU1.-1
PU1,0,0,0,0,0-15,A,PU1.0,PU1.0.A,2.71,106.74,104.03,36.75,34.04,277.5,18.5,67.27866961,0.368,C54,15.667,2.001,17.258,1.591,20.48975512,7.452,6.662,0.79,2.451616,7.6099824,6.8032344,0.007609982,0.006803234,4.113503691,3.677423724,PU1.0
PU1,0,0,0,0,15-30,B,PU1.0,PU1.0.B,2.74,,-2.74,37.08,34.34,277.5,18.5,1353.284672,0.371243243,C19,14.488,2.002,15.931,1.443,27.92207792,12.788,9.523,3.265,3.535349403,13.1741976,9.8105946,0.013174198,0.009810595,7.121187358,5.30302371,PU1.0
PU1,0,0,0,0,30-50,C,PU1.0,PU1.0.C,2.63,142.96,140.33,71.63,69,370,18.5,50.83018599,0.745945946,C70A,15.473,1.999,17.201,1.728,13.55677839,3.045,3.092,-0.047,2.306464865,8.4042,8.53392,0.0084042,0.00853392,4.54281047,4.612929384,PU1.0
PU1,0,0,0,0,50-100,D,PU1.0,PU1.0.D,2.64,141.5,138.86,73.55,70.91,925,18.5,48.93417831,0.766594595,C6,14.813,1.998,16.387,1.574,21.22122122,1.875,1.774,0.101,1.359938812,13.295625,12.579434,0.013295625,0.012579434,7.186823785,6.799693544,PU1.0
PU1,1,1,1,1,0-15,A,PU1.1,PU1.1.A,2.66,109.85,107.19,39.87,37.21,277.5,18.5,65.28594085,0.40227027,C139,14.873,2,15.93,1.057,47.15,18.882,14.927,3.955,6.00468832,21.0779766,16.6630101,0.021077977,0.01666301,11.39350001,9.007031811,PU1.1
PU1,1,1,1,1,15-30,B,PU1.1,PU1.1.B,2.68,124.4,121.72,50.77,48.09,277.5,18.5,60.49129149,0.519891892,C70,15.299,1.999,16.671,1.372,31.36568284,10.975,13.305,-2.33,6.917161623,15.8336325,19.1951235,0.015833633,0.019195124,8.558719628,10.37574165,PU1.1
PU1,1,1,1,1,30-50,C,PU1.1,PU1.1.C,2.69,128.87,126.18,53.68,50.99,370,18.5,59.58947535,0.551243243,C12,14.879,2.002,16.408,1.529,23.62637363,8.89,,,0,18.132044,0,0.018132044,0,9.80110413,0,PU1.1
PU1,1,1,1,1,50-100,D,PU1.1,PU1.1.D,2.68,137.87,135.19,71.51,68.83,925,18.5,49.08647089,0.744108108,C61,14.813,1.995,16.563,1.75,12.28070175,2.203,1.593,0.61,1.185364216,15.163249,10.964619,0.015163249,0.010964619,8.196350196,5.926820637,PU1.1
PU1,2,2,2,2,0-15,A,PU1.2,PU1.2.A,2.68,111.42,108.74,40.18,37.5,277.5,18.5,65.51407026,0.405405405,C6,14.588,2,16.107,1.519,24.05,9.653,9.089,0.564,3.684729726,10.859625,10.225125,0.010859625,0.010225125,5.870067127,5.52709418,PU1.2
PU1,2,2,2,2,15-30,B,PU1.2,PU1.2.B,2.69,114.8,112.11,45.4,42.71,277.5,18.5,61.90348765,0.46172973,C16,14.001,2.001,15.491,1.49,25.53723138,11.114,11.001,0.113,5.07948876,14.2403682,14.0955813,0.014240368,0.014095581,7.697495747,7.619232564,PU1.2
PU1,2,2,2,2,30-50,C,PU1.2,PU1.2.C,2.65,131.58,128.93,61.95,59.3,370,18.5,54.00604979,0.641081081,C10,12.997,2,14.651,1.654,17.3,6.16,5.604,0.556,3.592618378,14.61152,13.292688,0.01461152,0.013292688,7.898118327,7.185236218,PU1.2
PU1,2,2,2,2,50-100,D,PU1.2,PU1.2.D,2.65,142.03,139.38,74.34,71.69,925,18.5,48.5650739,0.775027027,59,16.161,2.004,17.934,1.773,11.52694611,2.403,1.922,0.481,1.489601946,17.227107,13.778818,0.017227107,0.013778818,9.311949031,7.448009171,PU1.2
PU1,4,4,4,4,0-15,A,PU1.4,PU1.4.A,2.69,125.21,122.52,49.99,47.3,277.5,18.5,61.39405811,0.511351351,C54,15.668,1.999,17.12,1.452,27.36368184,10.958,9.604,1.354,4.911018375,15.549402,13.628076,0.015549402,0.013628076,8.405081532,7.366527015,PU1.4
PU1,4,4,4,4,15-30,B,PU1.4,PU1.4.B,2.67,122.04,119.37,47.54,44.87,277.5,18.5,62.41099104,0.485081081,C25,14.18,1.996,15.619,1.439,27.90581162,12.191,10.715,1.476,5.197643783,16.4103051,14.4234615,0.016410305,0.014423462,8.870434524,7.796465091,PU1.4
PU1,4,4,4,4,30-50,C,PU1.4,PU1.4.C,2.68,124.04,121.36,48.26,45.58,370,18.5,62.44232037,0.492756757,C8,14.928,1.999,16.404,1.476,26.16308154,10.535,9.043,1.492,4.455999354,19.207412,16.4871976,0.019207412,0.016487198,10.38238409,8.911998034,PU1.4
PU1,4,4,4,4,50-100,D,PU1.4,PU1.4.D,2.69,147.84,145.15,79.15,76.46,925,18.5,47.32345849,0.826594595,C54,15.668,1.999,17.451,1.783,10.8054027,2.529,2.02,0.509,1.669721082,19.336734,15.44492,0.019336734,0.01544492,10.45228786,8.348604779,PU1.4
PU1,8,8,8,8,0-15,A,PU1.8,PU1.8.A,2.69,112.4,109.71,42.55,39.86,277.5,18.5,63.66785161,0.430918919,C58,14.247,1.997,15.705,1.458,26.99048573,10.954,9.046,1.908,3.898092541,13.0987932,10.8172068,0.013098793,0.010817207,7.080428226,5.847138372,PU1.8
PU1,8,8,8,8,15-30,B,PU1.8,PU1.8.B,2.66,115.4,112.74,48.93,46.27,277.5,18.5,58.95866596,0.500216216,59,16.16,2.005,17.646,1.486,25.88528678,10.199,9.206,0.993,4.604990484,14.1572319,12.7788486,0.014157232,0.012778849,7.65255721,6.907485212,PU1.8
PU1,8,8,8,8,30-50,C,PU1.8,PU1.8.C,2.69,147.5,144.81,57.39,54.7,370,18.5,62.22636558,0.591351351,C51,15.526,2.004,17.053,1.527,23.80239521,8.487,7.461,1.026,4.41207243,18.569556,16.324668,0.018569556,0.016324668,10.03759709,8.824144203,PU1.8
PU1,8,8,8,8,50-100,D,PU1.8,PU1.8.D,2.72,189.55,186.83,88.59,85.87,925,18.5,54.03843066,0.928324324,C58,14.247,1.997,15.866,1.619,18.92839259,5.079,3.675,1.404,3.411591891,43.613373,31.557225,0.043613373,0.031557225,23.57479445,17.05795818,PU1.8
PU1,E-,-16,-16,neg end,0-15,A,PU1.-16,PU1.-16.A,2.68,122.38,119.7,47.74,45.06,277.5,18.5,62.35588972,0.487135135,11,15.465,2.004,16.841,1.376,31.33732535,15.337,10.493,4.844,5.111508972,20.7325566,14.1844374,0.020732557,0.014184437,11.20678651,7.667262884,PU1.-16
PU1,E-,-16,-16,neg end,15-30,B,PU1.-16,PU1.-16.B,2.8,93.84,91.04,31.87,29.07,277.5,18.5,68.06898067,0.31427027,59,16.16,2.001,17.503,1.343,32.88355822,13.558,13.092,0.466,4.114426375,11.8239318,11.4175332,0.011823932,0.011417533,6.391314007,6.171639105,PU1.-16
PU1,E-,-16,-16,neg end,30-50,C,PU1.-16,PU1.-16.C,2.74,127.8,125.06,49.34,46.6,370,18.5,62.73788581,0.503783784,11,15.466,2.003,17.131,1.665,16.87468797,11.919,11.019,0.9,5.551193516,22.217016,20.539416,0.022217016,0.020539416,12.00919694,11.10238619,PU1.-16
PU1,E-,-16,-16,neg end,50-100,D,PU1.-16,PU1.-16.D,2.72,141.42,138.7,66.88,64.16,925,18.5,53.74188897,0.693621622,C2,15.46,2.005,17.309,1.849,7.780548628,5.924,5.576,0.348,3.867634164,38.008384,35.775616,0.038008384,0.035775616,20.54507089,19.33816936,PU1.-16
PU1,E,22,16,pos end,0-15,A,PU1.22,PU1.22.A,2.73,111.09,108.36,37.9,35.17,277.5,18.5,67.54337394,0.380216216,C10,12.997,1.999,14.39,1.393,30.31515758,14.249,14.453,-0.204,5.49526497,15.0341199,15.2493603,0.01503412,0.01524936,8.126550688,8.242896841,PU1.22
PU1,E,22,16,pos end,15-30,B,PU1.22,PU1.22.B,2.69,107.81,105.12,36.48,33.79,277.5,18.5,67.85578387,0.365297297,11,15.466,2.001,16.83,1.364,31.83408296,12.841,11.163,1.678,4.077813726,13.0169217,11.3159331,0.013016922,0.011315933,7.036173364,6.116720136,PU1.22
PU1,E,22,16,pos end,30-50,C,PU1.22,PU1.22.C,2.72,114.21,111.49,40.15,37.43,370,18.5,66.42748229,0.404648649,C7,14.635,1.999,16.178,1.543,22.8114057,11.39,8.895,2.495,3.599349733,17.053108,13.317594,0.017053108,0.013317594,9.217895525,7.19869892,PU1.22
PU1,E,22,16,pos end,50-100,D,PU1.22,PU1.22.D,2.68,126.73,124.05,52.51,49.83,925,18.5,59.83071342,0.538702703,C55,14.68,1.996,16.224,1.544,22.64529058,7.432,7.188,0.244,3.872195029,37.033656,35.817804,0.037033656,0.035817804,20.01819093,19.36097368,PU1.22
PU2,-8,-8,-8,-8,0-15,A,PU2.-8,PU2.-8.A,2.76,117.48,114.72,38.68,35.92,277.5,18.5,68.68898187,0.388324324,C7,14.635,1.996,15.902,1.267,36.52304609,14.579,13.51,1.069,5.246261617,15.7103304,14.558376,0.01571033,0.014558376,8.49206985,7.869391842,PU2.-8
PU2,-8,-8,-8,-8,15-30,B,PU2.-8,PU2.-8.B,2.77,132.95,130.18,48.78,46.01,277.5,18.5,64.65662928,0.497405405,C70A,15.473,2.002,16.9,1.427,28.72127872,11.615,9.712,1.903,4.830801293,16.0321845,13.4054736,0.016032185,0.013405474,8.666045026,7.246201402,PU2.-8
PU2,-8,-8,-8,-8,30-50,C,PU2.-8,PU2.-8.C,2.73,132.42,129.69,50.98,48.25,370,18.5,62.79589791,0.521621622,C71,13.605,1.999,15.062,1.457,27.11355678,10.692,11.05,-0.358,5.763918923,20.63556,21.3265,0.02063556,0.0213265,11.15435592,11.52783697,PU2.-8
PU2,-8,-8,-8,-8,50-100,D,PU2.-8,PU2.-8.D,2.75,134.86,132.11,49.74,46.99,925,18.5,64.43115585,0.508,C139,14.874,2.001,16.263,1.389,30.58470765,10.318,9.56,0.758,4.85648,48.484282,44.92244,0.048484282,0.04492244,26.20771803,24.28239818,PU2.-8
PU2,-4,-4,-4,-4,0-15,A,PU2.-4,PU2.-4.A,2.64,92.84,90.2,29.63,26.99,277.5,18.5,70.07760532,0.291783784,C51,15.527,1.997,16.856,1.329,33.45017526,12.512,10.938,1.574,3.191531029,10.1309664,8.8564986,0.010130966,0.008856499,5.476197643,4.787296181,PU2.-4
PU2,-4,-4,-4,-4,15-30,B,PU2.-4,PU2.-4.B,2.71,119.99,117.28,41.5,38.79,277.5,18.5,66.92530696,0.419351351,C71,13.606,2.003,14.974,1.368,31.70244633,13.016,11.157,1.859,4.678703023,15.1467192,12.9834009,0.015146719,0.012983401,8.18741517,7.018054014,PU2.-4
PU2,-4,-4,-4,-4,30-50,C,PU2.-4,PU2.-4.C,2.68,115.54,112.86,43.37,40.69,370,18.5,63.94648237,0.439891892,C52,16.103,1.997,17.562,1.459,26.94041062,10.237,9.423,0.814,4.145101298,16.6617412,15.3368748,0.016661741,0.015336875,9.006345919,8.290201973,PU2.-4
PU2,-4,-4,-4,-4,50-100,D,PU2.-4,PU2.-4.D,2.72,137.34,134.62,54.97,52.25,925,18.5,61.18704502,0.564864865,C9,15.645,1.997,17.156,1.511,24.33650476,9.242,7.28,1.962,4.112216217,48.28945,38.038,0.04828945,0.038038,26.10240345,20.56107954,PU2.-4
PU2,-2,-2,-2,-2,0-15,A,PU2.-2,PU2.-2.A,2.72,97.49,94.77,28.56,25.84,277.5,18.5,72.73398755,0.279351351,C4,15.128,2.004,16.473,1.345,32.88423154,13.258,10.421,2.837,2.911120429,10.2776016,8.0783592,0.010277602,0.008078359,5.555459908,4.366680321,PU2.-2
PU2,-2,-2,-2,-2,15-30,B,PU2.-2,PU2.-2.B,2.73,121.83,119.1,39.96,37.23,277.5,18.5,68.74055416,0.402486486,C9,15.645,1.997,17.115,1.47,26.38958438,11.282,7.411,3.871,2.982827348,12.6008658,8.2773459,0.012600866,0.008277346,6.8112783,4.474240691,PU2.-2
PU2,-2,-2,-2,-2,30-50,C,PU2.-2,PU2.-2.C,2.72,122.94,120.22,42.5,39.78,370,18.5,66.91066378,0.430054054,C60,15.751,2.004,17.071,1.32,34.13173653,16.292,13.079,3.213,5.624676972,25.9238304,20.8113048,0.02592383,0.020811305,14.01288025,11.2493531,PU2.-2
PU2,-2,-2,-2,-2,50-100,D,PU2.-2,PU2.-2.D,2.69,120.44,117.75,46.86,44.17,925,18.5,62.48832272,0.477513514,C28,13.958,2.003,15.448,1.49,25.61158263,10.424,10.234,0.19,4.886873302,46.042808,45.203578,0.046042808,0.045203578,24.88800246,24.43436465,PU2.-2
PU2,-1,-1,-1,-1,0-15,A,PU2.-1,PU2.-1.A,2.67,115.5,112.83,40.77,38.1,277.5,18.5,66.232385,0.411891892,C17,15.528,1.998,16.983,1.455,27.17717718,14.087,11.498,2.589,4.735932974,16.101441,13.142214,0.016101441,0.013142214,8.703480969,7.103898927,PU2.-1
PU2,-1,-1,-1,-1,15-30,B,PU2.-1,PU2.-1.B,2.75,114.46,111.71,38.17,35.42,277.5,18.5,68.29290126,0.382918919,C5,13.932,2.005,15.266,1.334,33.46633416,13.292,11.785,1.507,4.51269946,14.1240792,12.522741,0.014124079,0.012522741,7.634636833,6.769048682,PU2.-1
PU2,-1,-1,-1,-1,30-50,C,PU2.-1,PU2.-1.C,2.72,136.75,134.03,46.02,43.3,370,18.5,67.6937999,0.468108108,C56,15.594,1.996,16.842,1.248,37.4749499,15.067,13.215,1.852,6.186048647,26.096044,22.88838,0.026096044,0.02288838,14.10596867,12.37209637,PU2.-1
PU2,-1,-1,-1,-1,50-100,D,PU2.-1,PU2.-1.D,2.65,152.18,149.53,58.04,55.39,925,18.5,62.9572661,0.598810811,C27,14.323,2.003,15.694,1.371,31.55267099,11.676,7.847,3.829,4.698868434,64.673364,43.464533,0.064673364,0.043464533,34.95857251,23.4943404,PU2.-1
PU2,0,0,0,0,0-15,A,PU2.0,PU2.0.A,2.69,128.89,126.2,44.66,41.97,277.5,18.5,66.74326466,0.45372973,C10,12.998,2,14.362,1.364,31.8,12.68,10.871,1.809,4.932495895,15.965388,13.6876761,0.015965388,0.013687676,8.629938812,7.398743283,PU2.0
PU2,0,0,0,0,15-30,B,PU2.0,PU2.0.B,2.62,124.64,122.02,40.04,37.42,277.5,18.5,69.33289625,0.404540541,C25,14.18,1.995,15.428,1.248,37.44360902,14.078,12.559,1.519,5.080624654,15.8039628,14.0987334,0.015803963,0.014098733,8.542681954,7.620936401,PU2.0
PU2,0,0,0,0,30-50,C,PU2.0,PU2.0.C,2.63,127.42,124.79,42.75,40.12,370,18.5,67.84998798,0.43372973,C14,14.434,2,15.709,1.275,36.25,14.659,14.706,-0.047,6.378429409,23.5247632,23.6001888,0.023524763,0.023600189,12.71608726,12.75685785,PU2.0
PU2,0,0,0,0,50-100,D,PU2.0,PU2.0.D,2.67,129.26,126.59,45.53,42.86,925,18.5,66.1426653,0.463351351,C17,15.528,2.004,16.967,1.439,28.19361277,10.134,8.594,1.54,3.98204151,43.434324,36.833884,0.043434324,0.036833884,23.47801121,19.91020607,PU2.0
PU2,1,1,1,1,0-15,A,PU2.1,PU2.1.A,2.68,121.05,118.37,49.49,46.81,277.5,18.5,60.45450705,0.506054054,C14,14.434,2,15.855,1.421,28.95,14.172,9.671,4.501,4.894048756,19.9017396,13.5809853,0.01990174,0.013580985,10.75769627,7.341072585,PU2.1
PU2,1,1,1,1,15-30,B,PU2.1,PU2.1.B,2.7,121.39,118.69,40.93,38.23,277.5,18.5,67.79004128,0.413297297,C51,15.526,1.996,16.932,1.406,29.55911824,14.755,10.905,3.85,4.507007024,16.9225095,12.5069445,0.01692251,0.012506945,9.147301746,6.760510034,PU2.1
PU2,1,1,1,1,30-50,C,PU2.1,PU2.1.C,2.69,119.11,116.42,41.18,38.49,370,18.5,66.93867033,0.416108108,C10,12.998,2.002,14.395,1.397,30.21978022,15.011,10.041,4.97,4.178141512,23.1109356,15.4591236,0.023110936,0.015459124,12.49239668,8.3562824,PU2.1
PU2,1,1,1,1,50-100,D,PU2.1,PU2.1.D,2.66,176.41,173.75,72.73,70.07,925,18.5,59.67194245,0.757513514,C55,14.68,2.001,16.231,1.551,22.48875562,15.218,7.058,8.16,5.346530382,106.632526,49.455406,0.106632526,0.049455406,57.63919892,26.73264989,PU2.1
PU2,2,2,2,2,0-15,A,PU2.2,PU2.2.A,2.72,118.13,115.41,45.07,42.35,277.5,18.5,63.30473962,0.457837838,C52,16.103,2.001,17.402,1.299,35.08245877,12.284,22.479,-10.195,10.29173676,15.606822,28.5595695,0.015606822,0.02855957,8.436119367,15.43760398,PU2.2
